Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
0.56,2024-03-09 07:03:49,"28.801674, -154.155394",2022-02-27 07:03:49,1,0,0,54,1,1000,0,2,2022-04-10 07:03:49,10,2,282.82,bom,1,2024-03-07 19:59:34,0
739.1,2025-05-15 07:18:46,"80.571314, 21.650648",2017-09-01 07:18:46,0,0,0,32,1,20000,0,0,2017-09-30 07:18:46,0,4,285.34,inadimplente,0,2025-04-16 10:39:18,1
231.43,2024-07-15 05:51:27,"-55.69715, -153.156734",2019-08-05 05:51:27,1,0,0,63,0,2000,0,2,2019-09-15 05:51:27,0,4,207.82,inadimplente,1,2024-07-13 19:53:29,1
115.17,2024-08-17 11:05:00,"51.250308, 145.498399",2014-11-30 11:05:00,0,0,1,67,1,10000,0,5,2015-02-09 11:05:00,0,3,310.0,bom,1,2024-08-14 21:20:06,1
151.09,2025-06-15 13:55:35,"39.042472, -158.431173",2020-08-31 13:55:35,1,0,0,63,0,1000,0,1,2020-11-09 13:55:35,4,0,481.16,inadimplente,0,2025-06-01 07:29:14,1
227.86,2024-01-13 15:37:21,"-82.673489, 43.307746",2020-11-20 15:37:21,0,0,0,59,0,1000,1,1,2020-12-08 15:37:21,4,3,357.91,bom,1,2023-12-27 06:09:57,0
146.98,2024-06-27 05:11:26,"-62.084165, 54.383654",2023-07-05 05:11:26,0,0,0,51,0,5000,0,1,2023-08-27 05:11:26,8,4,371.73,bom,1,2024-06-09 06:12:19,0
425.0,2025-03-22 18:38:20,"-30.970274, 48.97523",2019-11-07 18:38:20,0,0,0,70,1,10000,0,5,2019-12-29 18:38:20,9,2,214.06,atrasado,1,2025-02-25 23:35:54,1
105.85,2024-05-22 07:17:40,"-10.96626, 165.893943",2014-10-02 07:17:40,0,0,0,65,1,20000,1,2,2014-12-13 07:17:40,1,1,293.67,inadimplente,0,2024-04-23 10:47:41,1
210.46,2024-05-25 21:30:39,"66.700359, 114.737796",2017-01-17 21:30:39,1,0,0,18,1,20000,1,2,2017-03-16 21:30:39,8,2,292.14,atrasado,0,2024-05-17 17:02:07,0
80.62,2024-11-22 12:31:02,"-79.496744, 113.95803",2019-06-30 12:31:02,0,1,1,67,1,1000,0,4,2019-08-23 12:31:02,0,0,257.84,bom,0,2024-10-31 22:32:54,1
22.64,2024-07-13 18:13:00,"60.313829, 179.898658",2024-02-05 18:13:00,0,0,0,46,1,20000,0,0,2024-02-19 18:13:00,0,2,404.51,atrasado,0,2024-06-19 01:36:14,1
245.4,2023-08-05 18:51:28,"-40.111721, 103.460409",2020-08-25 18:51:28,1,0,0,35,1,10000,1,1,2020-09-05 18:51:28,1,4,300.29,inadimplente,1,2023-08-02 02:28:27,0
127.03,2025-01-08 22:10:15,"-88.636957, -81.88798",2016-10-17 22:10:15,0,0,1,63,0,1000,1,2,2016-12-01 22:10:15,1,2,317.79,atrasado,0,2025-01-08 09:24:53,0
1.44,2024-02-14 06:31:45,"-88.761654, 179.937517",2017-12-17 06:31:45,1,0,1,56,0,5000,0,3,2018-02-11 06:31:45,2,1,427.24,bom,1,2024-01-29 10:47:23,1
210.7,2023-12-08 02:10:59,"52.027044, 167.261126",2016-03-04 02:10:59,0,1,0,53,0,5000,1,4,2016-05-14 02:10:59,1,5,321.74,bom,1,2023-11-28 08:12:41,0
296.73,2024-06-14 02:15:00,"-6.580852, 130.204741",2016-05-23 02:15:00,0,0,0,48,1,10000,1,1,2016-06-03 02:15:00,1,0,301.34,bom,1,2024-06-04 17:09:28,1
337.31,2024-02-19 01:15:47,"87.075946, -65.374902",2017-07-18 01:15:47,0,0,0,60,1,1000,1,5,2017-07-26 01:15:47,10,2,298.67,inadimplente,1,2024-02-17 03:26:43,0
63.13,2023-11-27 02:34:34,"-0.921506, 152.194338",2018-12-26 02:34:34,1,1,0,47,1,20000,0,0,2019-03-03 02:34:34,8,1,295.98,bom,0,2023-11-05 18:50:01,1
112.83,2023-10-27 12:09:30,"63.946539, 94.794788",2023-05-19 12:09:30,1,0,1,58,1,1000,1,1,2023-07-05 12:09:30,3,5,249.8,atrasado,1,2023-10-07 18:47:52,1
549.08,2023-10-19 00:45:36,"-3.867884, -90.152888",2014-04-19 00:45:36,1,0,1,68,1,1000,1,0,2014-05-11 00:45:36,8,5,331.55,atrasado,0,2023-09-24 23:29:11,0
459.63,2024-04-12 21:43:32,"-52.327358, -169.75623",2019-02-02 21:43:32,0,0,0,32,1,10000,0,4,2019-03-23 21:43:32,10,3,295.21,inadimplente,0,2024-03-20 17:18:04,0
173.28,2025-06-22 17:37:33,"-42.279956, 8.477196",2015-08-24 17:37:33,0,0,1,39,1,20000,1,5,2015-11-19 17:37:33,4,2,461.65,atrasado,0,2025-06-03 03:50:33,1
34.77,2024-07-02 07:01:19,"78.735603, 169.79569",2017-08-06 07:01:19,0,0,0,27,0,2000,0,5,2017-08-10 07:01:19,4,2,234.07,bom,0,2024-06-09 01:41:01,1
14.33,2024-06-09 08:04:26,"89.21015, -72.126081",2016-08-10 08:04:26,1,0,1,50,1,1000,1,2,2016-10-02 08:04:26,2,2,348.67,bom,1,2024-05-26 04:48:45,0
81.12,2024-08-29 13:07:45,"-17.149475, -102.337719",2019-10-26 13:07:45,1,0,1,30,1,1000,0,0,2019-11-23 13:07:45,3,3,319.73,inadimplente,0,2024-08-17 01:24:12,1
1107.89,2024-03-25 04:19:57,"-42.162982, -134.992549",2022-08-30 04:19:57,0,1,1,68,0,5000,0,5,2022-11-06 04:19:57,5,3,265.97,inadimplente,0,2024-03-18 18:48:40,0
48.15,2024-11-03 05:45:27,"22.918538, -161.232931",2014-11-21 05:45:27,0,0,1,36,1,2000,0,3,2015-01-02 05:45:27,3,0,277.43,inadimplente,1,2024-10-11 19:34:00,0
388.12,2024-02-16 07:07:25,"-62.725968, 120.453446",2019-04-18 07:07:25,1,0,1,46,1,20000,1,4,2019-07-16 07:07:25,6,0,201.11,bom,1,2024-02-14 13:24:41,0
260.79,2025-02-03 16:07:44,"5.259491, 103.905635",2021-05-24 16:07:44,1,0,0,55,1,5000,0,3,2021-07-26 16:07:44,9,1,250.91,bom,0,2025-01-13 06:09:39,0
391.51,2025-01-13 13:29:05,"39.509744, 163.806029",2021-05-13 13:29:05,0,0,1,29,1,1000,1,3,2021-05-20 13:29:05,10,4,173.34,atrasado,0,2024-12-21 12:34:26,0
71.28,2024-02-24 09:09:14,"68.764735, 179.33919",2015-05-31 09:09:14,1,0,1,58,1,10000,0,1,2015-06-28 09:09:14,2,5,201.03,atrasado,0,2024-01-26 23:33:13,1
29.89,2024-12-07 10:38:11,"-52.417533, 19.577282",2023-11-05 10:38:11,0,0,0,22,1,2000,1,1,2023-12-22 10:38:11,10,3,218.07,inadimplente,0,2024-11-21 06:32:26,0
331.0,2024-01-12 05:55:46,"81.479921, 51.660262",2017-03-12 05:55:46,0,0,0,61,0,20000,1,5,2017-04-29 05:55:46,2,2,415.85,bom,1,2023-12-22 10:39:31,1
261.1,2023-09-29 03:41:15,"-73.376823, 122.159013",2023-04-09 03:41:15,1,1,0,62,0,10000,0,4,2023-06-26 03:41:15,3,5,250.3,bom,1,2023-09-13 09:55:59,0
56.79,2025-06-19 17:10:23,"89.541828, 176.719826",2016-09-16 17:10:23,0,0,1,63,0,1000,0,4,2016-11-16 17:10:23,8,2,204.68,bom,0,2025-05-28 04:42:14,1
373.63,2023-10-01 14:44:50,"45.410677, -106.991713",2016-06-03 14:44:50,0,0,0,61,0,5000,0,5,2016-08-26 14:44:50,6,0,490.06,inadimplente,0,2023-09-25 06:46:58,1
164.11,2024-07-21 08:49:15,"-78.592361, 113.222195",2022-09-05 08:49:15,0,0,0,28,0,2000,1,1,2022-09-07 08:49:15,0,5,339.33,atrasado,0,2024-07-09 23:08:02,0
442.93,2025-07-03 12:32:15,"57.016839, 107.709091",2018-10-24 12:32:15,1,0,1,77,0,10000,1,2,2018-12-18 12:32:15,10,2,166.23,inadimplente,0,2025-07-02 11:19:48,1
244.61,2024-09-22 21:37:57,"-23.410784, -168.669127",2023-03-25 21:37:57,1,1,1,18,0,10000,1,2,2023-06-07 21:37:57,4,5,361.22,bom,0,2024-09-11 09:55:57,0
633.74,2024-06-09 12:26:58,"78.229253, 4.512138",2021-07-03 12:26:58,1,0,1,37,0,5000,1,2,2021-09-20 12:26:58,4,1,201.43,bom,1,2024-06-06 01:37:20,1
228.12,2024-07-25 22:36:19,"-73.596036, -95.381097",2020-02-02 22:36:19,0,0,0,62,1,20000,1,0,2020-03-03 22:36:19,3,5,222.62,bom,0,2024-07-25 10:02:02,1
239.07,2024-06-04 15:52:15,"-13.038292, 110.565373",2017-04-18 15:52:15,0,0,0,27,0,2000,1,1,2017-05-14 15:52:15,6,3,191.21,inadimplente,0,2024-05-10 19:46:41,0
1064.41,2025-01-13 10:44:00,"43.643703, -135.105867",2022-08-02 10:44:00,1,0,0,37,0,1000,0,0,2022-10-07 10:44:00,9,0,231.58,inadimplente,0,2025-01-11 01:50:31,1
129.07,2025-01-23 16:14:12,"15.255145, -103.227083",2022-07-12 16:14:12,0,0,0,26,0,20000,0,5,2022-10-02 16:14:12,9,4,151.26,atrasado,0,2025-01-15 19:48:59,0
230.64,2025-06-29 12:54:00,"64.515545, 116.177834",2019-09-10 12:54:00,0,0,1,82,0,20000,0,2,2019-10-10 12:54:00,3,2,308.72,inadimplente,1,2025-06-20 20:04:27,0
286.97,2024-05-30 18:42:17,"68.959387, -47.067692",2016-04-12 18:42:17,0,0,1,85,1,10000,1,4,2016-04-16 18:42:17,7,3,377.77,inadimplente,1,2024-05-03 03:55:34,0
806.05,2023-12-30 03:25:43,"-57.889865, -77.865358",2020-12-25 03:25:43,1,0,0,43,1,20000,1,2,2021-02-28 03:25:43,4,0,307.47,inadimplente,0,2023-12-07 05:44:38,0
109.48,2025-03-25 12:09:48,"68.527837, 27.652532",2016-02-04 12:09:48,1,0,1,50,0,2000,1,4,2016-04-18 12:09:48,8,0,349.2,bom,1,2025-03-02 23:59:17,1
208.0,2025-01-04 13:35:33,"7.358867, 18.030734",2015-05-26 13:35:33,0,0,1,42,0,5000,1,2,2015-07-30 13:35:33,6,3,186.89,inadimplente,0,2024-12-22 07:20:45,0
66.06,2025-03-24 19:05:03,"50.440784, 120.563569",2019-02-08 19:05:03,1,0,1,53,1,2000,1,3,2019-04-21 19:05:03,3,5,316.55,bom,1,2025-03-15 13:38:58,0
343.27,2024-06-22 00:01:03,"-43.096063, 65.654311",2023-09-28 00:01:03,0,0,0,78,1,20000,1,3,2023-10-09 00:01:03,4,2,396.61,inadimplente,1,2024-06-03 02:48:53,1
254.18,2024-08-20 21:41:00,"3.496633, -83.475554",2017-12-28 21:41:00,0,0,1,78,0,1000,1,0,2018-02-15 21:41:00,1,0,258.87,atrasado,0,2024-08-12 08:44:53,0
203.95,2024-11-10 10:40:08,"28.566794, 117.452746",2020-12-21 10:40:08,1,0,0,66,1,20000,1,2,2021-01-12 10:40:08,2,4,314.56,atrasado,0,2024-10-12 12:48:00,1
118.44,2024-09-27 00:07:15,"-38.033439, -23.433124",2015-09-01 00:07:15,1,1,1,68,0,20000,0,3,2015-10-07 00:07:15,5,3,243.69,inadimplente,1,2024-09-05 14:05:54,1
213.94,2024-07-12 11:58:39,"4.187119, -133.206352",2017-02-21 11:58:39,0,0,1,19,0,20000,1,1,2017-05-14 11:58:39,0,1,205.34,atrasado,1,2024-06-12 14:29:32,0
161.7,2024-06-06 02:19:22,"-6.272101, -81.011114",2019-06-11 02:19:22,1,0,0,42,1,1000,1,0,2019-07-22 02:19:22,5,2,256.52,bom,0,2024-05-27 09:53:27,0
149.64,2025-06-14 10:54:47,"-54.956159, 170.669032",2016-09-05 10:54:47,1,0,0,29,1,2000,1,5,2016-10-11 10:54:47,9,3,381.56,inadimplente,0,2025-06-09 18:22:05,1
536.67,2024-07-28 16:58:58,"-47.809791, -87.362608",2015-12-07 16:58:58,0,0,1,33,0,1000,1,5,2016-02-11 16:58:58,5,1,409.75,atrasado,0,2024-07-20 11:49:24,0
250.03,2025-02-05 10:34:40,"75.582079, -163.445437",2017-02-19 10:34:40,1,0,1,78,1,10000,0,0,2017-04-07 10:34:40,4,1,182.81,bom,0,2025-02-01 01:22:43,1
232.92,2025-02-24 01:18:34,"-19.339726, 3.860222",2019-10-20 01:18:34,0,0,1,47,1,1000,0,4,2019-12-28 01:18:34,1,2,306.91,inadimplente,1,2025-02-02 16:52:48,1
694.36,2023-12-09 07:57:33,"-70.546993, 147.938832",2014-08-23 07:57:33,0,0,1,28,1,1000,0,0,2014-11-06 07:57:33,4,4,18.94,bom,0,2023-11-16 15:59:51,1
607.1,2023-10-19 23:33:21,"35.751776, -82.765618",2014-10-19 23:33:21,1,0,1,47,1,10000,0,4,2015-01-15 23:33:21,8,3,261.25,inadimplente,0,2023-10-04 13:49:30,1
89.28,2024-06-17 06:00:28,"-4.947349, -96.879531",2019-02-23 06:00:28,1,0,1,76,0,5000,1,1,2019-04-21 06:00:28,4,5,371.25,inadimplente,1,2024-05-19 08:14:31,0
132.09,2025-05-24 04:36:34,"-67.693126, 67.695226",2016-02-17 04:36:34,0,0,1,27,0,2000,0,3,2016-04-13 04:36:34,8,0,400.96,inadimplente,0,2025-05-18 23:24:18,1
53.83,2025-05-15 09:35:11,"-26.173719, 157.382162",2016-09-24 09:35:11,0,0,0,74,0,20000,1,3,2016-12-17 09:35:11,0,2,148.54,inadimplente,0,2025-05-03 05:45:01,1
502.04,2024-07-09 15:56:44,"75.116909, 14.584867",2019-10-20 15:56:44,0,0,0,68,1,2000,0,1,2019-12-06 15:56:44,9,0,256.16,atrasado,0,2024-07-03 11:17:07,1
5.32,2025-07-08 07:35:59,"-8.683537, 92.700057",2022-07-09 07:35:59,1,0,0,19,1,2000,0,0,2022-10-04 07:35:59,9,4,361.16,atrasado,1,2025-06-16 00:41:51,1
183.7,2023-11-13 12:29:41,"37.796968, -155.131868",2017-05-18 12:29:41,1,0,1,67,1,20000,0,4,2017-07-29 12:29:41,2,3,428.91,inadimplente,0,2023-10-25 15:43:47,0
26.26,2024-04-27 06:29:18,"66.238132, 73.472598",2018-09-13 06:29:18,0,0,1,41,0,10000,0,5,2018-10-14 06:29:18,8,0,365.64,bom,0,2024-04-18 02:00:36,1
396.38,2025-04-27 16:15:52,"68.277546, -79.028934",2019-07-21 16:15:52,0,0,0,60,0,10000,1,3,2019-09-20 16:15:52,4,2,115.19,atrasado,1,2025-04-18 07:05:17,0
280.46,2025-06-16 11:21:39,"-63.981461, 51.98632",2017-02-18 11:21:39,1,0,0,64,1,10000,1,5,2017-04-25 11:21:39,8,5,247.82,atrasado,0,2025-05-29 07:14:06,1
295.79,2024-11-01 00:37:18,"-42.827527, -76.737393",2024-09-02 00:37:18,0,0,0,37,0,5000,0,5,2024-10-29 00:37:18,1,2,281.36,bom,1,2024-10-22 16:18:59,0
78.85,2025-01-20 03:47:51,"52.010079, -91.470387",2016-11-22 03:47:51,1,0,0,52,0,20000,1,0,2017-02-03 03:47:51,6,4,252.06,atrasado,1,2024-12-27 06:55:49,0
16.96,2025-06-26 02:38:24,"5.202825, 140.244066",2022-10-13 02:38:24,1,0,1,31,0,2000,0,3,2022-10-30 02:38:24,1,2,191.14,inadimplente,0,2025-06-10 02:12:20,1
14.08,2023-12-30 10:44:44,"-89.010127, 149.226783",2022-03-26 10:44:44,1,0,1,22,0,2000,0,1,2022-04-19 10:44:44,7,4,580.14,bom,0,2023-12-11 14:17:40,1
1328.56,2025-06-19 10:40:10,"-88.150377, 67.458156",2022-04-09 10:40:10,0,0,0,64,1,5000,0,3,2022-06-28 10:40:10,9,1,251.28,bom,0,2025-06-17 14:28:05,0
93.0,2023-10-08 16:01:42,"28.453079, 108.452332",2020-04-29 16:01:42,1,0,0,46,0,10000,0,0,2020-07-03 16:01:42,5,2,78.24,inadimplente,1,2023-10-06 00:15:19,1
314.13,2024-06-12 21:08:58,"-68.184962, -112.177235",2021-07-05 21:08:58,0,0,1,53,0,5000,0,0,2021-09-08 21:08:58,2,1,339.87,bom,1,2024-06-07 09:51:20,0
38.88,2025-06-20 11:56:10,"30.724066, 132.814998",2017-01-12 11:56:10,1,0,0,27,0,2000,0,1,2017-02-05 11:56:10,2,5,263.0,bom,0,2025-05-23 20:54:01,0
11.37,2025-03-01 23:49:46,"76.742889, 14.488334",2015-09-11 23:49:46,0,0,1,41,1,2000,1,0,2015-10-03 23:49:46,2,0,291.88,inadimplente,1,2025-01-31 00:15:54,0
24.25,2024-08-12 03:11:54,"-19.338578, -146.48465",2016-10-16 03:11:54,0,1,1,46,0,1000,0,2,2017-01-02 03:11:54,7,4,383.53,inadimplente,1,2024-08-03 10:32:01,0
633.57,2023-12-26 12:57:20,"53.714821, 155.60074",2014-03-16 12:57:20,0,0,1,33,1,1000,1,4,2014-05-23 12:57:20,1,3,349.96,atrasado,0,2023-12-25 11:50:50,0
611.51,2023-08-16 17:41:45,"17.025637, 55.967839",2013-12-28 17:41:45,0,0,0,62,1,2000,0,3,2014-03-26 17:41:45,7,0,388.44,bom,1,2023-08-11 09:54:08,0
127.62,2024-11-10 04:12:21,"79.028138, 166.335632",2017-03-21 04:12:21,0,0,0,70,1,5000,1,1,2017-06-11 04:12:21,10,0,214.43,inadimplente,0,2024-10-11 06:20:00,0
34.26,2025-07-16 09:32:57,"23.737873, 73.993224",2023-04-28 09:32:57,1,1,1,36,0,20000,1,1,2023-06-14 09:32:57,10,5,181.41,inadimplente,0,2025-07-13 21:41:45,1
103.17,2024-07-14 02:51:34,"-21.827693, -31.67337",2016-04-05 02:51:34,1,0,0,72,1,1000,0,3,2016-06-22 02:51:34,4,2,346.22,inadimplente,0,2024-07-09 09:56:20,0
122.41,2024-01-05 18:19:53,"-86.087519, 171.806006",2018-11-17 18:19:53,0,0,1,43,0,2000,1,5,2019-01-30 18:19:53,7,0,289.08,atrasado,0,2024-01-04 23:17:15,1
580.17,2024-03-01 01:36:03,"10.106502, 131.986296",2018-05-15 01:36:03,1,0,1,32,0,1000,0,5,2018-06-02 01:36:03,8,5,438.31,atrasado,1,2024-02-27 21:03:17,1
732.2,2024-03-18 22:52:15,"-87.481498, -34.790679",2023-02-04 22:52:15,1,0,1,84,1,5000,0,0,2023-03-16 22:52:15,6,5,231.98,inadimplente,0,2024-03-10 21:30:35,1
77.29,2023-10-25 17:20:17,"53.514734, -85.716511",2022-06-11 17:20:17,0,0,1,19,1,5000,0,5,2022-08-06 17:20:17,8,0,428.14,atrasado,1,2023-10-23 23:52:07,1
534.13,2025-05-26 04:13:22,"29.473551, -23.576252",2018-06-13 04:13:22,1,0,0,79,0,20000,0,1,2018-08-03 04:13:22,9,4,111.03,bom,1,2025-05-14 08:08:41,0
460.45,2024-04-05 03:19:41,"-41.288751, 179.4052",2021-08-27 03:19:41,0,0,1,44,0,20000,0,3,2021-11-11 03:19:41,7,4,419.82,inadimplente,0,2024-03-25 23:24:25,0
5.83,2024-11-11 22:10:53,"-80.93011, 76.383388",2016-02-29 22:10:53,0,0,1,37,0,5000,1,2,2016-04-12 22:10:53,9,4,271.45,bom,0,2024-10-30 09:20:01,1
1399.01,2024-06-09 21:15:42,"-80.676202, 13.360665",2020-05-04 21:15:42,1,0,1,64,0,20000,1,5,2020-06-05 21:15:42,3,4,429.99,atrasado,0,2024-05-28 16:43:04,1
321.69,2025-01-29 22:49:56,"45.422807, 178.771445",2017-11-11 22:49:56,1,0,0,20,1,5000,1,2,2017-12-15 22:49:56,9,0,228.6,bom,0,2025-01-26 10:31:46,0
226.44,2025-06-30 23:02:59,"55.115598, 139.960758",2019-01-07 23:02:59,1,0,1,52,0,2000,0,1,2019-03-27 23:02:59,10,4,266.82,atrasado,1,2025-06-16 14:17:32,0
50.69,2024-02-29 01:47:24,"-11.105048, 166.223847",2017-05-10 01:47:24,1,0,0,18,1,20000,1,5,2017-06-22 01:47:24,0,4,147.14,atrasado,1,2024-02-03 06:35:39,1
86.52,2025-07-14 05:03:19,"37.828858, -155.826259",2020-08-01 05:03:19,0,0,0,82,0,1000,1,5,2020-10-12 05:03:19,2,2,253.96,bom,0,2025-07-09 03:04:00,0
28.93,2025-03-01 01:16:48,"66.787525, 1.420837",2016-12-02 01:16:48,1,0,1,38,0,1000,0,3,2017-01-19 01:16:48,5,2,297.2,atrasado,0,2025-02-08 08:58:14,0
168.09,2025-05-04 08:44:44,"-89.917574, 156.547126",2021-12-12 08:44:44,0,0,0,58,0,1000,1,3,2022-01-18 08:44:44,0,3,221.23,inadimplente,1,2025-04-18 08:49:52,1
455.51,2024-08-27 06:31:19,"12.05064, 125.757296",2021-08-10 06:31:19,1,1,1,44,1,20000,0,5,2021-10-13 06:31:19,3,5,322.63,inadimplente,1,2024-08-20 01:19:03,1
227.27,2024-10-17 23:47:00,"45.835884, 133.242189",2021-10-10 23:47:00,0,0,1,33,1,5000,1,5,2021-11-29 23:47:00,5,3,263.71,atrasado,1,2024-10-17 07:53:51,1
581.58,2023-11-30 19:54:35,"-51.727182, -42.176843",2020-01-07 19:54:35,1,0,0,75,0,1000,0,3,2020-03-20 19:54:35,6,3,147.25,inadimplente,1,2023-11-01 17:49:17,0
92.58,2025-02-03 16:32:14,"20.8443, 168.930521",2021-11-12 16:32:14,1,0,0,47,1,5000,0,3,2022-01-27 16:32:14,2,4,214.94,atrasado,0,2025-01-17 22:58:42,1
788.21,2023-08-26 06:05:47,"-56.586124, 9.652606",2017-12-31 06:05:47,1,0,1,75,1,1000,1,5,2018-01-27 06:05:47,3,5,445.45,bom,1,2023-08-23 13:05:07,0
138.99,2023-08-09 17:40:55,"-80.420086, -10.880341",2017-06-29 17:40:55,1,0,1,67,0,5000,0,2,2017-08-10 17:40:55,0,1,367.28,atrasado,0,2023-07-19 22:47:17,1
53.82,2025-05-04 10:14:27,"75.710854, 39.947806",2019-03-15 10:14:27,0,0,1,31,1,10000,1,4,2019-05-17 10:14:27,6,0,182.14,inadimplente,1,2025-04-12 11:50:43,1
38.7,2024-04-13 13:06:43,"-34.941687, 107.690115",2023-11-30 13:06:43,0,1,1,43,0,5000,0,4,2024-01-24 13:06:43,6,1,440.43,bom,1,2024-04-08 18:21:47,0
121.33,2024-11-14 16:13:10,"-74.306834, -99.464635",2020-06-12 16:13:10,1,0,1,71,1,2000,0,3,2020-09-07 16:13:10,0,3,324.52,bom,1,2024-10-21 15:42:56,0
204.93,2024-12-01 12:29:28,"76.87287, 59.858151",2020-03-14 12:29:28,1,1,1,70,0,5000,1,5,2020-05-08 12:29:28,6,2,385.19,inadimplente,1,2024-11-25 18:46:27,1
14.24,2023-08-07 21:48:24,"-44.073275, 143.247734",2021-09-30 21:48:24,1,0,0,34,0,5000,1,2,2021-11-26 21:48:24,2,2,391.49,inadimplente,1,2023-07-10 00:58:48,0
188.77,2024-02-19 00:19:04,"-8.027392, -82.481724",2016-01-02 00:19:04,0,1,1,30,1,20000,0,0,2016-03-16 00:19:04,9,2,212.72,inadimplente,1,2024-01-25 02:49:35,0
158.98,2024-12-09 08:45:43,"83.476139, -92.06754",2019-01-13 08:45:43,0,0,1,19,0,2000,0,2,2019-03-04 08:45:43,6,3,207.98,bom,1,2024-11-29 23:35:05,0
41.5,2025-05-08 04:53:39,"26.526992, 120.579521",2024-10-26 04:53:39,1,0,0,43,1,1000,1,4,2024-12-16 04:53:39,2,2,410.27,inadimplente,1,2025-04-17 23:24:42,0
533.6,2024-03-04 21:38:58,"-78.56689, 123.278972",2023-12-10 21:38:58,1,0,1,85,1,2000,0,2,2023-12-17 21:38:58,4,2,317.78,bom,1,2024-03-01 06:59:42,1
238.05,2023-10-07 22:19:09,"-16.961829, 51.233094",2016-02-11 22:19:09,0,0,0,18,1,2000,1,2,2016-04-18 22:19:09,5,1,282.04,inadimplente,1,2023-10-03 15:37:03,0
150.1,2024-12-02 11:21:32,"-37.665871, 5.376147",2024-08-13 11:21:32,0,0,1,79,1,20000,1,2,2024-10-19 11:21:32,4,5,377.91,bom,0,2024-11-17 21:42:27,0
185.22,2023-09-15 14:23:06,"0.305223, -156.00715",2021-03-17 14:23:06,0,0,1,47,1,5000,1,5,2021-04-20 14:23:06,5,4,421.14,inadimplente,0,2023-08-30 00:00:55,1
539.19,2023-12-01 02:39:42,"73.227958, -107.191652",2023-02-20 02:39:42,0,0,1,34,1,1000,1,5,2023-04-06 02:39:42,10,3,249.46,inadimplente,0,2023-11-16 18:53:28,1
189.91,2024-06-25 17:03:31,"42.011506, -35.333103",2021-11-03 17:03:31,1,0,0,24,1,1000,0,4,2021-11-13 17:03:31,6,1,368.47,atrasado,1,2024-06-14 14:44:39,0
262.08,2024-10-20 10:29:37,"85.217165, -92.753941",2016-04-06 10:29:37,0,0,1,68,0,10000,1,3,2016-04-11 10:29:37,10,0,192.3,bom,1,2024-10-18 19:01:03,0
588.47,2024-03-02 04:02:53,"-41.315514, -136.990727",2014-07-27 04:02:53,1,0,0,40,0,5000,1,1,2014-08-11 04:02:53,3,2,352.12,bom,0,2024-02-13 05:23:26,1
500.26,2025-05-27 23:40:30,"-74.081554, 106.75521",2025-02-19 23:40:30,1,0,1,57,0,1000,0,5,2025-04-28 23:40:30,6,0,91.57,atrasado,0,2025-05-02 05:17:49,1
487.26,2024-05-03 23:02:08,"47.97336, 103.674917",2016-10-24 23:02:08,1,0,0,36,1,5000,1,2,2017-01-20 23:02:08,5,1,358.82,bom,0,2024-04-11 02:57:40,1
28.59,2024-06-22 07:21:04,"25.060792, 72.648361",2019-01-14 07:21:04,0,0,0,67,0,20000,1,3,2019-02-22 07:21:04,4,1,229.35,inadimplente,1,2024-05-24 20:29:17,0
19.8,2025-02-08 16:20:05,"-40.003943, 163.107128",2019-07-02 16:20:05,0,0,1,32,1,10000,0,1,2019-08-20 16:20:05,0,3,417.48,inadimplente,0,2025-02-07 20:11:43,0
155.58,2025-03-30 10:48:07,"61.920787, 66.667234",2022-10-10 10:48:07,0,0,0,42,0,2000,1,3,2022-10-30 10:48:07,6,4,511.6,atrasado,1,2025-03-19 08:15:45,0
77.15,2024-02-02 22:11:39,"7.647647, -32.013552",2023-07-14 22:11:39,0,0,1,21,0,5000,0,0,2023-09-03 22:11:39,2,4,304.62,inadimplente,1,2024-01-08 07:54:07,0
231.55,2024-02-22 20:19:27,"-40.580488, -74.932651",2017-11-04 20:19:27,1,0,0,27,1,20000,0,4,2017-11-24 20:19:27,1,0,374.89,atrasado,0,2024-02-04 12:32:29,1
113.36,2024-06-25 15:36:01,"9.074323, 10.114467",2021-10-12 15:36:01,0,0,1,67,1,10000,1,5,2021-12-02 15:36:01,8,1,302.62,inadimplente,0,2024-06-23 00:09:11,0
50.08,2025-03-12 20:47:24,"43.170891, -104.843376",2024-12-13 20:47:24,0,0,1,81,1,10000,1,1,2025-02-15 20:47:24,10,2,307.13,bom,0,2025-02-22 19:21:31,1
68.55,2024-05-20 08:07:15,"-84.488531, -84.366122",2016-01-23 08:07:15,1,0,1,50,0,20000,0,2,2016-04-13 08:07:15,8,4,256.49,atrasado,1,2024-05-11 23:46:57,0
759.18,2023-08-21 05:55:03,"-81.541872, -84.059091",2013-12-10 05:55:03,0,0,1,54,1,20000,1,5,2014-02-13 05:55:03,9,4,152.2,bom,0,2023-08-15 10:09:28,1
